Status_of_existing_checking_account,Duration_in_month,Credit_history,Purpose,Credit_amount,Savings_account/bonds,Present_employment_since,Installment_rate_in_percentage_of_disposable_income,Personal_status_and_sex,guarantors,Present_residence_since,Property,Age_in_years,Other_installment_plans,Housing,Number_of_existing_credits_at_this_bank,Job,Number_of_people_being_liable_to_provide_maintenance_for,Telephone,Foreign_Worker,Class
A11,24,existing credits paid back duly till now,furniture/equipment,2359,100 <= ... < 500 DM,unemployed,1,male : divorced/separated,,1,building society savings agreement/ life insurance,33,,Own,1,skilled employee,1,,Yes,2
A11,24,existing credits paid back duly till now,furniture/equipment,3345,< 100 DM, >= 7 years,4,male : single,,2,building society savings agreement/ life insurance,39,,Rent,1,management,1,registered under the customers name,Yes,2
A14,18,critical account,furniture/equipment,1817,< 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,,2,no property,28,,Own,2,skilled employee,1,,Yes,1
A14,48,delay in paying off in the past,radio/television,12749,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male : single,,1,car or other,37,,Own,1,management,1,registered under the customers name,Yes,1
A11,9,existing credits paid back duly till now,radio/television,1366,< 100 DM,< 1 year,3,female : divorced/separated/married,,4,building society savings agreement/ life insurance,22,,Rent,1,skilled employee,1,,Yes,2
A12,12,existing credits paid back duly till now,Car Used,2002,< 100 DM,4 <= ... < 7 years,3,male : single,,4,building society savings agreement/ life insurance,30,,Rent,1,skilled employee,2,registered under the customers name,Yes,1
A11,24,all credits at this bank paid back duly,furniture/equipment,6872,< 100 DM,< 1 year,2,male : divorced/separated,,1,building society savings agreement/ life insurance,55,Bank,Own,1,skilled employee,1,registered under the customers name,Yes,2
A11,12,all credits at this bank paid back duly,Car Used,697,< 100 DM,< 1 year,4,male : single,,2,car or other,46,Bank,Own,2,skilled employee,1,registered under the customers name,Yes,2
A11,18,critical account,furniture/equipment,1049,< 100 DM,< 1 year,4,female : divorced/separated/married,,4,building society savings agreement/ life insurance,21,,Rent,1,skilled employee,1,,Yes,1
A11,48,existing credits paid back duly till now,Car New,10297,< 100 DM,4 <= ... < 7 years,4,male : single,,4,no property,39,Stores,For Free,3,skilled employee,2,registered under the customers name,Yes,2
A14,30,existing credits paid back duly till now,radio/television,1867,Unknown, >= 7 years,4,male : single,,4,car or other,58,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A11,12,delay in paying off in the past,Car Used,1344,< 100 DM,1 <= ... < 4 years,4,male : single,,2,real estate,43,,Own,2,unskilled - resident,2,,Yes,1
A11,24,existing credits paid back duly till now,furniture/equipment,1747,< 100 DM,< 1 year,4,male : single,co-applicant,1,building society savings agreement/ life insurance,24,,Own,1,unskilled - resident,1,,No,1
A12,9,existing credits paid back duly till now,radio/television,1670,< 100 DM,< 1 year,4,female : divorced/separated/married,,2,car or other,22,,Own,1,skilled employee,1,registered under the customers name,Yes,2
A14,9,critical account,Car Used,1224,< 100 DM,1 <= ... < 4 years,3,male : single,,1,real estate,30,,Own,2,skilled employee,1,,Yes,1
A14,12,critical account,radio/television,522,500 <= ... < 1000 DM, >= 7 years,4,male : single,,4,building society savings agreement/ life insurance,42,,Own,2,skilled employee,2,registered under the customers name,Yes,1
A11,12,existing credits paid back duly till now,radio/television,1498,< 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,,1,car or other,23,Bank,Own,1,skilled employee,1,,Yes,1
A12,30,delay in paying off in the past,radio/television,1919,100 <= ... < 500 DM,< 1 year,4,male : single,,3,no property,30,Stores,Own,2,management,1,,Yes,2
A13,9,existing credits paid back duly till now,radio/television,745,< 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,,2,real estate,28,,Own,1,unskilled - resident,1,,Yes,2
A12,6,existing credits paid back duly till now,radio/television,2063,< 100 DM,< 1 year,4,male : married/widowed,,3,car or other,30,,Rent,1,management,1,registered under the customers name,Yes,1
A12,60,existing credits paid back duly till now,education,6288,< 100 DM,1 <= ... < 4 years,4,male : single,,4,no property,42,,For Free,1,skilled employee,1,,Yes,2
A14,24,critical account,Car New,6842,Unknown,1 <= ... < 4 years,2,male : single,,4,building society savings agreement/ life insurance,46,,Own,2,management,2,registered under the customers name,Yes,1
A14,12,existing credits paid back duly till now,Car Used,3527,Unknown,< 1 year,2,male : single,,3,building society savings agreement/ life insurance,45,,Own,1,management,2,registered under the customers name,Yes,1
A14,10,existing credits paid back duly till now,Car Used,1546,< 100 DM,1 <= ... < 4 years,3,male : single,,2,real estate,31,,Own,1,unskilled - resident,2,,No,1
A14,24,existing credits paid back duly till now,furniture/equipment,929,Unknown,4 <= ... < 7 years,4,male : single,,2,car or other,31,Stores,Own,1,skilled employee,1,registered under the customers name,Yes,1
A14,4,critical account,Car Used,1455,< 100 DM,4 <= ... < 7 years,2,male : single,,1,real estate,42,,Own,3,unskilled - resident,2,,Yes,1
A11,15,existing credits paid back duly till now,furniture/equipment,1845,< 100 DM,< 1 year,4,female : divorced/separated/married,guarantor,1,building society savings agreement/ life insurance,46,,Rent,1,skilled employee,1,,Yes,1
A12,48,no credits taken/ all credits paid back duly,Car Used,8358,500 <= ... < 1000 DM,< 1 year,1,female : divorced/separated/married,,1,car or other,30,,Own,2,skilled employee,1,,Yes,1
A11,24,all credits at this bank paid back duly,furniture/equipment,3349,500 <= ... < 1000 DM,< 1 year,4,male : single,,4,no property,30,,For Free,1,skilled employee,2,registered under the customers name,Yes,2
A14,12,existing credits paid back duly till now,Car Used,2859,Unknown,unemployed,4,male : single,,4,no property,38,,Own,1,management,1,registered under the customers name,Yes,1
A14,18,existing credits paid back duly till now,furniture/equipment,1533,< 100 DM,< 1 year,4,male : married/widowed,co-applicant,1,building society savings agreement/ life insurance,43,,Own,1,unskilled - resident,2,,Yes,2
A14,24,existing credits paid back duly till now,radio/television,3621,100 <= ... < 500 DM, >= 7 years,2,male : single,,4,car or other,31,,Own,2,skilled employee,1,,Yes,2
A12,18,critical account,business,3590,< 100 DM,unemployed,3,male : married/widowed,,3,car or other,40,,Own,3,unemployed,2,registered under the customers name,Yes,1
A11,36,delay in paying off in the past,business,2145,< 100 DM,4 <= ... < 7 years,2,male : single,,1,car or other,24,,Own,2,skilled employee,1,registered under the customers name,Yes,2
A12,24,existing credits paid back duly till now,Car New,4113,500 <= ... < 1000 DM,< 1 year,3,female : divorced/separated/married,,4,car or other,28,,Rent,1,skilled employee,1,,Yes,2
A14,36,existing credits paid back duly till now,furniture/equipment,10974,< 100 DM,unemployed,4,female : divorced/separated/married,,2,car or other,26,,Own,2,management,1,registered under the customers name,Yes,2
A11,12,existing credits paid back duly till now,Car Used,1893,< 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,guarantor,4,building society savings agreement/ life insurance,29,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A11,24,critical account,radio/television,1231,. >= 1000 DM, >= 7 years,4,female : divorced/separated/married,,4,building society savings agreement/ life insurance,57,,Rent,2,management,1,registered under the customers name,Yes,1
A13,30,critical account,radio/television,3656,Unknown, >= 7 years,4,male : single,,4,building society savings agreement/ life insurance,49,Stores,Own,2,unskilled - resident,1,,Yes,1
A12,9,critical account,radio/television,1154,< 100 DM, >= 7 years,2,male : single,,4,real estate,37,,Own,3,unskilled - resident,1,,Yes,1
A11,28,existing credits paid back duly till now,Car Used,4006,< 100 DM,1 <= ... < 4 years,3,male : single,,2,car or other,45,,Own,1,unskilled - resident,1,,Yes,2
A12,24,existing credits paid back duly till now,furniture/equipment,3069,100 <= ... < 500 DM, >= 7 years,4,male : single,,4,no property,30,,For Free,1,skilled employee,1,,Yes,1
A14,6,critical account,radio/television,1740,< 100 DM, >= 7 years,2,male : married/widowed,,2,real estate,30,,Rent,2,skilled employee,1,,Yes,1
A12,21,delay in paying off in the past,Car Used,2353,< 100 DM,1 <= ... < 4 years,1,male : divorced/separated,,4,building society savings agreement/ life insurance,47,,Own,2,skilled employee,1,,Yes,1
A14,15,existing credits paid back duly till now,Car Used,3556,Unknown,1 <= ... < 4 years,3,male : single,,2,no property,29,,Own,1,skilled employee,1,,Yes,1
A14,24,existing credits paid back duly till now,radio/television,2397,500 <= ... < 1000 DM, >= 7 years,3,male : single,,2,car or other,35,Bank,Own,2,skilled employee,1,registered under the customers name,Yes,2
A12,6,existing credits paid back duly till now,repairs,454,< 100 DM,< 1 year,3,male : married/widowed,,1,building society savings agreement/ life insurance,22,,Own,1,unskilled - resident,1,,Yes,1
A12,30,existing credits paid back duly till now,radio/television,1715,Unknown,1 <= ... < 4 years,4,female : divorced/separated/married,,1,car or other,26,,Own,1,skilled employee,1,,Yes,1
A12,27,critical account,radio/television,2520,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,,2,building society savings agreement/ life insurance,23,,Own,2,unskilled - resident,1,,Yes,2
A14,15,existing credits paid back duly till now,radio/television,3568,< 100 DM, >= 7 years,4,female : divorced/separated/married,,2,car or other,54,Bank,Rent,1,management,1,registered under the customers name,Yes,1
A14,42,existing credits paid back duly till now,radio/television,7166,Unknown,4 <= ... < 7 years,2,male : married/widowed,,4,building society savings agreement/ life insurance,29,,Rent,1,skilled employee,1,registered under the customers name,Yes,1
A11,11,critical account,Car Used,3939,< 100 DM,1 <= ... < 4 years,1,male : single,,2,real estate,40,,Own,2,unskilled - resident,2,,Yes,1
A12,15,existing credits paid back duly till now,repairs,1514,100 <= ... < 500 DM,1 <= ... < 4 years,4,male : single,guarantor,2,real estate,22,,Own,1,skilled employee,1,,Yes,1
A14,24,existing credits paid back duly till now,Car Used,7393,< 100 DM,1 <= ... < 4 years,1,male : single,,4,building society savings agreement/ life insurance,43,,Own,1,unskilled - resident,2,,Yes,1
A11,24,all credits at this bank paid back duly,Car Used,1193,< 100 DM,unemployed,1,female : divorced/separated/married,co-applicant,4,no property,29,,Rent,2,unemployed,1,,Yes,2
A11,60,existing credits paid back duly till now,business,7297,< 100 DM, >= 7 years,4,male : single,co-applicant,4,no property,36,,Rent,1,skilled employee,1,,Yes,2
A14,30,critical account,radio/television,2831,< 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,,2,car or other,33,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A13,24,existing credits paid back duly till now,radio/television,1258,500 <= ... < 1000 DM,1 <= ... < 4 years,3,female : divorced/separated/married,,3,car or other,57,,Own,1,unskilled - resident,1,,Yes,1
A12,6,existing credits paid back duly till now,radio/television,753,< 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,guarantor,3,real estate,64,,Own,1,skilled employee,1,,Yes,1
A12,18,delay in paying off in the past,business,2427,Unknown, >= 7 years,4,male : single,,2,building society savings agreement/ life insurance,42,,Own,2,skilled employee,1,,Yes,1
A14,24,delay in paying off in the past,Car Used,2538,< 100 DM, >= 7 years,4,male : single,,4,car or other,47,,Own,2,unskilled - resident,2,,Yes,2
A12,15,all credits at this bank paid back duly,Car Used,1264,100 <= ... < 500 DM,1 <= ... < 4 years,2,male : married/widowed,,2,building society savings agreement/ life insurance,25,,Rent,1,skilled employee,1,,Yes,2
A12,30,critical account,furniture/equipment,8386,< 100 DM,4 <= ... < 7 years,2,male : single,,2,building society savings agreement/ life insurance,49,,Own,1,skilled employee,1,,Yes,2
A14,48,existing credits paid back duly till now,business,4844,< 100 DM,unemployed,3,male : single,,2,car or other,33,Bank,Rent,1,management,1,registered under the customers name,Yes,2
A13,21,existing credits paid back duly till now,Car Used,2923,100 <= ... < 500 DM,1 <= ... < 4 years,1,female : divorced/separated/married,,1,car or other,28,Bank,Own,1,management,1,registered under the customers name,Yes,1
A11,36,existing credits paid back duly till now,Car New,8229,< 100 DM,1 <= ... < 4 years,2,male : single,,2,building society savings agreement/ life insurance,26,,Own,1,skilled employee,2,,Yes,2
A14,24,critical account,furniture/equipment,2028,< 100 DM,4 <= ... < 7 years,2,male : single,,2,building society savings agreement/ life insurance,30,,Own,2,unskilled - resident,1,,Yes,1
A11,15,critical account,furniture/equipment,1433,< 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,,3,building society savings agreement/ life insurance,25,,Rent,2,skilled employee,1,,Yes,1
A13,42,no credits taken/ all credits paid back duly,business,6289,< 100 DM,< 1 year,2,male : divorced/separated,,1,building society savings agreement/ life insurance,33,,Own,2,skilled employee,1,,Yes,1
A14,13,existing credits paid back duly till now,radio/television,1409,100 <= ... < 500 DM,unemployed,2,female : divorced/separated/married,,4,real estate,64,,Own,1,skilled employee,1,,Yes,1
A11,24,existing credits paid back duly till now,Car New,6579,< 100 DM,unemployed,4,male : single,,2,no property,29,,For Free,1,management,1,registered under the customers name,Yes,1
A12,24,critical account,radio/television,1743,< 100 DM, >= 7 years,4,male : single,,2,building society savings agreement/ life insurance,48,,Own,2,unskilled - resident,1,,Yes,1
A14,12,critical account,education,3565,Unknown,< 1 year,2,male : single,,1,building society savings agreement/ life insurance,37,,Own,2,unskilled - resident,2,,Yes,1
A14,15,all credits at this bank paid back duly,radio/television,1569,100 <= ... < 500 DM, >= 7 years,4,male : single,,4,car or other,34,Bank,Own,1,unskilled - resident,2,,Yes,1
A11,18,existing credits paid back duly till now,radio/television,1936,Unknown,4 <= ... < 7 years,2,male : married/widowed,,4,car or other,23,,Rent,2,unskilled - resident,1,,Yes,1
A11,36,existing credits paid back duly till now,furniture/equipment,3959,< 100 DM,unemployed,4,male : single,,3,building society savings agreement/ life insurance,30,,Own,1,management,1,registered under the customers name,Yes,1
